Team,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,SALARY
NOP,Daniel Theis,32,C,38,9,16.3,1.6,3.4,0.473,0.2,1,0.243,1.4,2.4,0.565,0.508,0.8,1,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,2087519
DAL,Danté Exum,29,PG,20,13,18.6,3.2,6.7,0.478,1.2,2.7,0.434,2.1,4.1,0.506,0.563,1.2,1.6,0.742,0.2,1.5,1.7,2.8,0.6,0.2,1.1,1.7,8.7,,3150000
CHO,DaQuan Jeffries,27,SG,47,20,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,2425204
DEN,Dario Šarić,30,C,16,4,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,,5168000
BRK,Dariq Whitehead,20,SF,20,0,12.3,2,4.8,0.406,1.7,3.7,0.446,0.3,1.1,0.273,0.578,0.2,0.3,0.6,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,,3114240
CLE,Darius Garland,25,PG,75,75,30.7,7.4,15.7,0.472,2.8,7.1,0.401,4.6,8.6,0.53,0.562,3,3.4,0.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,20.6,"CPOY-6,AS",36725670
3TM,David Roddy,23,PF,33,3,12.4,1.7,3.8,0.456,0.6,1.8,0.311,1.2,1.9,0.594,0.532,0.6,0.8,0.769,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,,2847240
ATL,David Roddy,23,PF,27,3,12.8,1.6,3.4,0.473,0.6,1.6,0.372,1,1.9,0.56,0.559,0.7,0.8,0.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,,2847240
PHI,David Roddy,23,PF,3,0,9.7,2.7,6.3,0.421,0.7,3.7,0.182,2,2.7,0.75,0.474,0,0,,0.7,2.3,3,1,0.7,0,0.3,0.3,6,,2847240
HOU,David Roddy,23,PF,3,0,11.7,1.7,4.3,0.385,0.3,2.3,0.143,1.3,2,0.667,0.423,0.7,1.3,0.5,0,1.7,1.7,0.7,0,0.3,0.3,0.3,4.3,,2847240
2TM,Davion Mitchell,26,PG,74,37,27.4,3,6.4,0.468,1.1,2.9,0.398,1.9,3.6,0.525,0.557,0.8,1.1,0.69,0.5,1.8,2.3,4.9,1,0.2,1.7,2.5,7.9,,6451230
TOR,Davion Mitchell,26,PG,44,22,24.5,2.4,5.5,0.434,1,2.7,0.359,1.5,2.9,0.504,0.52,0.6,0.8,0.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,,6451230
MIA,Davion Mitchell,26,PG,30,15,31.6,3.9,7.7,0.504,1.4,3.1,0.447,2.5,4.6,0.543,0.595,1.1,1.6,0.702,0.6,2.1,2.7,5.3,1.4,0.3,1.7,2.3,10.3,,6451230
BRK,Day'Ron Sharpe,23,C,50,2,18.1,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,3989122
2TM,De'Aaron Fox,27,PG,62,62,36.1,8.7,18.8,0.463,1.9,6.1,0.31,6.8,12.6,0.538,0.514,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5,,34848340
SAC,De'Aaron Fox,27,PG,45,45,37,9.2,19.6,0.469,2,6.4,0.322,7.2,13.3,0.539,0.521,4.5,5.5,0.829,1,4,5,6.1,1.5,0.4,3,2.6,25,,34848340
SAS,De'Aaron Fox,27,PG,17,17,34,7.4,16.5,0.446,1.5,5.6,0.274,5.8,10.9,0.535,0.493,3.5,4.2,0.819,0.5,3.8,4.3,6.8,1.5,0.3,2.4,2.7,19.7,,34848340
2TM,De'Andre Hunter,27,SF,64,9,27.2,5.6,11.9,0.47,2.5,6.1,0.405,3.1,5.8,0.537,0.573,3.4,4,0.846,0.7,3.3,4,1.4,0.8,0.2,1.3,2.4,17,6MOY-4,21696429
ATL,De'Andre Hunter,27,SF,37,4,28.8,6.1,13.3,0.461,2.6,6.7,0.393,3.5,6.6,0.531,0.56,4.1,4.8,0.858,0.7,3.2,3.9,1.5,0.8,0.1,1.6,2.4,19,,21696429
CLE,De'Andre Hunter,27,SF,27,5,25,4.9,10,0.485,2.2,5.2,0.426,2.6,4.8,0.55,0.596,2.4,2.9,0.821,0.6,3.6,4.2,1.3,0.7,0.3,0.9,2.5,14.3,,21696429
GSW,De'Anthony Melton,26,SG,6,2,20.2,3.7,9,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1,2.3,3.3,2.8,1.2,0.3,1.7,3,10.3,,12822000
CLE,Dean Wade,28,PF,59,30,21.2,1.9,4.6,0.413,1.4,3.8,0.36,0.5,0.8,0.653,0.561,0.3,0.5,0.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,,6166667
POR,Deandre Ayton,26,C,40,40,30.2,6.6,11.7,0.566,0.2,0.8,0.188,6.5,10.9,0.594,0.573,1,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1,1.7,2.2,14.4,,34005126
DEN,DeAndre Jordan,36,C,56,5,12.3,1.6,2.5,0.65,0,0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,,2087519
NOP,Dejounte Murray,28,PG,31,31,32.6,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4,0.823,0.5,5.9,6.5,7.4,2,0.4,3.4,2,17.5,,29535801
2TM,Delon Wright,32,PG,40,7,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1,1.7,1.9,0.9,0.3,0.6,0.6,3.1,,2087519
MIL,Delon Wright,32,PG,26,2,15.6,0.8,3.2,0.268,0.5,1.9,0.245,0.4,1.3,0.303,0.341,0.3,0.6,0.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,,2087519
NYK,Delon Wright,32,PG,14,5,16.4,1.6,3.5,0.469,0.6,1.7,0.333,1.1,1.8,0.6,0.551,0.4,0.6,0.667,0.9,0.6,1.4,2.1,0.9,0.2,0.6,0.6,4.3,,2087519
SAC,DeMar DeRozan,35,SF,77,77,35.9,8.1,17,0.477,1.1,3.3,0.328,7,13.7,0.513,0.509,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,1.9,22.2,,23400000
POR,Deni Avdija,24,SF,72,54,30,5.6,11.7,0.476,1.7,4.8,0.365,3.8,7,0.552,0.55,4,5.2,0.78,1.5,5.7,7.3,3.9,1,0.5,2.7,2.4,16.9,,15625000
3TM,Dennis Schröder,31,PG,75,49,28.1,4.5,11,0.406,1.7,4.9,0.342,2.8,6.1,0.458,0.483,2.4,2.9,0.838,0.4,2.3,2.6,5.4,0.9,0.2,1.9,2.4,13.1,,13025250
BRK,Dennis Schröder,31,PG,23,23,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3,6.6,1.1,0.2,2.6,2.4,18.4,,13025250
GSW,Dennis Schröder,31,SG,24,18,26.2,3.9,10.5,0.375,1.5,4.8,0.322,2.4,5.7,0.419,0.448,1.2,1.6,0.744,0.4,1.9,2.3,4.4,1,0.1,2,2.8,10.6,,13025250
DET,Dennis Schröder,31,PG,28,8,25.2,3.4,9,0.378,1.1,3.8,0.302,2.3,5.2,0.434,0.442,2.9,3.4,0.833,0.5,2.2,2.6,5.3,0.5,0.2,1.3,2,10.8,,13025250
DAL,Dereck Lively II,20,C,36,29,23.1,3.7,5.3,0.702,0,0,,3.7,5.3,0.702,0.702,1.3,2,0.63,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,,5014560
LAC,Derrick Jones Jr.,27,SF,77,55,24.3,4,7.6,0.526,1,2.8,0.356,3,4.8,0.627,0.593,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1,0.4,0.9,2,10.1,,9523810
BOS,Derrick White,30,SG,76,76,33.9,5.6,12.6,0.442,3.5,9.1,0.384,2.1,3.5,0.593,0.58,1.8,2.1,0.839,0.9,3.6,4.5,4.8,0.9,1.1,1.7,1.8,16.4,DPOY-10,20017429
MEM,Desmond Bane,26,SG,69,68,32,7.1,14.8,0.484,2.4,6.1,0.392,4.8,8.7,0.548,0.565,2.6,2.9,0.894,0.9,5.2,6.1,5.3,1.2,0.4,2.4,2.4,19.2,,34005250
PHO,Devin Booker,28,SG,75,75,37.3,8.7,18.9,0.461,2.4,7.3,0.332,6.3,11.6,0.542,0.525,5.8,6.4,0.894,1,3.1,4.1,7.1,0.9,0.2,2.9,2.6,25.6,,49205800
SAC,Devin Carter,22,PG,36,0,11,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,4702800
SAS,Devin Vassell,24,SG,64,53,31,6.2,13.9,0.443,2.5,6.7,0.368,3.7,7.2,0.513,0.532,1.5,1.9,0.792,0.5,3.5,4,2.9,1.3,0.5,1.4,1.7,16.3,,29347826
HOU,Dillon Brooks,29,SF,75,75,31.8,5.1,11.9,0.429,2.5,6.3,0.397,2.6,5.7,0.465,0.533,1.3,1.6,0.818,1,2.7,3.7,1.7,0.8,0.2,1,3.2,14,,22255493
OKC,Dillon Jones,23,SF,54,3,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1,2.5,,2622360
SAC,Domantas Sabonis,28,C,70,70,34.7,7.5,12.8,0.59,0.9,2.2,0.417,6.6,10.5,0.627,0.627,3.1,4.1,0.754,3.8,10.1,13.9,6,0.7,0.4,2.9,3.3,19.1,,40500000
ATL,Dominick Barlow,21,PF,35,4,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,,491887
POR,Donovan Clingan,20,C,67,37,19.8,2.7,5,0.539,0.2,0.7,0.286,2.5,4.3,0.582,0.56,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,,6586440
CLE,Donovan Mitchell,28,SG,71,71,31.4,8.2,18.6,0.443,3.3,8.9,0.368,5,9.7,0.512,0.531,4.2,5.1,0.823,0.8,3.7,4.5,5,1.3,0.2,2.1,2,24,"MVP-5,CPOY-9,AS,NBA1",35410310
MIN,Donte DiVincenzo,28,SG,62,10,25.9,4,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,,11445000
2TM,Dorian Finney-Smith,31,PF,63,40,28.9,3.1,6.9,0.448,2,5,0.411,1,1.9,0.545,0.597,0.5,0.7,0.667,1.3,2.7,3.9,1.4,0.9,0.4,0.9,2.2,8.7,,14924168
BRK,Dorian Finney-Smith,31,PF,20,20,29,3.7,8,0.459,2.4,5.4,0.435,1.3,2.6,0.51,0.607,0.8,1.2,0.625,1.6,3,4.6,1.6,0.9,0.6,0.9,2.7,10.4,,14924168
LAL,Dorian Finney-Smith,31,PF,43,20,28.8,2.8,6.4,0.442,1.9,4.8,0.398,0.9,1.6,0.571,0.591,0.3,0.5,0.714,1.1,2.5,3.6,1.4,0.9,0.3,0.9,1.9,7.9,,14924168
SAC,Doug McDermott,33,SF,42,3,8.1,1.2,2.8,0.427,1,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0,0.1,0.7,3.5,,2087519
GSW,Draymond Green,34,PF,68,66,29.2,3.2,7.5,0.424,1.2,3.6,0.325,2,3.9,0.517,0.503,1.5,2.2,0.687,1.1,5,6.1,5.6,1.5,1,2.6,3.2,9,"DPOY-3,DEF1",24107143
2TM,Drew Eubanks,27,C,61,4,12.2,1.9,3.2,0.593,0,0.1,0.5,1.8,3.1,0.596,0.601,0.8,1.2,0.662,1,2.7,3.7,0.9,0.2,0.6,0.7,1,4.6,,5000000
UTA,Drew Eubanks,27,C,37,4,15.4,2.4,3.9,0.607,0.1,0.1,0.6,2.3,3.8,0.607,0.617,1,1.5,0.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,,5000000
LAC,Drew Eubanks,27,C,24,0,7.4,1.1,2,0.551,0,0,0,1.1,2,0.563,0.551,0.5,0.6,0.786,0.8,1.6,2.4,0.4,0.1,0.3,0.4,0.7,2.7,,5000000
BRK,Drew Timme,24,PF,9,2,28.2,5,11.3,0.441,1,3.9,0.257,4,7.4,0.537,0.485,1.1,1.8,0.625,1.9,5.3,7.2,2.2,0.4,0.1,1.7,2.3,12.1,,113055
MIA,Duncan Robinson,30,SF,74,37,24.1,3.9,9,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.581,0.6,0.7,0.887,0.2,2,2.3,2.4,0.5,0.1,1.2,1.8,11,,19406000
POR,Duop Reath,28,C,46,0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1,1,2,0.6,0.3,0.3,0.3,0.9,4.2,,2048780
DAL,Dwight Powell,33,C,55,3,10,0.8,1.1,0.689,0,0.1,0.4,0.7,1,0.714,0.705,0.5,0.8,0.651,0.9,1.3,2.1,1,0.3,0.4,0.3,1.4,2.1,,4000000
ATL,Dyson Daniels,21,SG,76,76,33.8,6,12.1,0.493,1.1,3.1,0.34,4.9,9.1,0.545,0.536,1.1,1.8,0.593,1.6,4.3,5.9,4.4,3,0.7,2,2.3,14.1,"DPOY-2,MIP-1,DEF1",6059520
CHI,E.J. Liddell,24,PF,12,0,4.4,0.7,1.3,0.533,0.3,0.8,0.3,0.4,0.4,1,0.633,0.2,0.2,1,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,,2120693
PHI,Eric Gordon,36,SG,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,3303771
CLE,Evan Mobley,23,PF,71,71,30.5,7.1,12.8,0.557,1.2,3.2,0.37,5.9,9.5,0.621,0.604,3.1,4.3,0.725,2.3,7,9.3,3.2,0.9,1.6,2,2,18.5,"MVP-10,DPOY-1,AS,NBA2,DEF1",11227809
ORL,Franz Wagner,23,SF,60,60,33.7,9,19.4,0.463,1.7,5.9,0.295,7.2,13.5,0.535,0.507,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,,7007092
HOU,Fred VanVleet,30,PG,60,60,35.2,4.8,12.7,0.378,2.7,7.7,0.345,2.1,5,0.43,0.483,1.9,2.3,0.81,0.5,3.2,3.7,5.6,1.6,0.4,1.5,2.3,14.1,,42846615
LAL,Gabe Vincent,28,PG,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,11000000
TOR,Garrett Temple,38,SG,28,0,8.1,0.6,2.1,0.3,0.2,1,0.214,0.4,1.1,0.375,0.35,0.4,0.4,0.917,0.3,0.7,1,1.1,0.6,0.1,0.4,0.8,1.9,,2087519
ATL,Garrison Mathews,28,SG,47,2,17.7,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,0.562,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,,2230253
ORL,Gary Harris,30,SG,48,3,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3,,6730769
GSW,Gary Payton II,32,SG,62,11,15,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3,1.3,0.8,0.3,0.6,1.7,6.5,,9130000
MIL,Gary Trent Jr.,26,SG,74,9,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3,0.46,0.568,1.1,1.2,0.848,0.3,2,2.3,1.2,1,0.1,0.6,1.7,11.1,,2087519
2TM,Georges Niang,31,PF,79,3,21.5,3.6,7.8,0.461,2.1,5.2,0.406,1.5,2.7,0.569,0.595,0.6,0.7,0.793,0.6,2.8,3.4,1.4,0.4,0.2,1,2.5,9.9,,8500000
MEM,GG Jackson II,20,PF,29,3,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1,1.4,0.725,0.9,2.2,3.2,1,0.4,0.2,1.1,1,7.2,,1891857
MIL,Giannis Antetokounmpo,30,PF,67,67,34.2,11.8,19.7,0.601,0.2,0.9,0.222,11.6,18.7,0.62,0.607,6.5,10.6,0.617,2.2,9.7,11.9,6.5,0.9,1.2,3.1,2.3,30.4,"MVP-3,DPOY-8,AS,NBA1",48787676
ORL,Goga Bitadze,25,C,70,42,20.4,3,4.8,0.611,0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2,0.7,1.4,1,2.1,7.2,,9057971
TOR,Gradey Dick,21,SG,54,54,29.4,4.9,12,0.41,2.1,6,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,,4763760
CHO,Grant Williams,26,PF,16,7,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,13025250
PHO,Grayson Allen,29,SG,64,7,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.1,2.2,0.504,0.6,1.5,1.8,0.816,0.5,2.5,3,2.1,0.8,0.3,1.2,1.5,10.6,,15625000
PHI,Guerschon Yabusele,29,C,70,43,27.1,4,8,0.501,1.5,3.9,0.38,2.5,4.1,0.616,0.593,1.4,2,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11,,2087519
GSW,Gui Santos,22,PF,56,2,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,,1891857
SAS,Harrison Barnes,32,PF,82,82,27.2,4.2,8.3,0.508,1.9,4.4,0.433,2.3,3.9,0.591,0.622,2,2.4,0.809,1.2,2.6,3.8,1.7,0.5,0.2,0.6,0.9,12.3,,18000000
MIA,Haywood Highsmith,28,SF,74,42,24.6,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,,5200000
NOP,Herbert Jones,26,SF,20,20,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5,0.53,0.5,1.7,2,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,12976362
DEN,Hunter Tyson,24,PF,51,2,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.9,0.478,0.471,0.4,0.5,0.75,0.5,1,1.5,0.4,0.2,0.1,0.3,0.9,2.6,,1891857
TOR,Immanuel Quickley,25,PG,33,33,27.8,5.6,13.3,0.42,2.6,6.8,0.378,3,6.5,0.465,0.517,3.4,3.9,0.867,0.5,3.1,3.5,5.8,0.7,0.1,1.8,1.8,17.1,,32500000
SAC,Isaac Jones,24,PF,40,0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,,152957
CLE,Isaac Okoro,24,SG,55,22,19.1,2.3,4.9,0.464,1,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,10185185
UTA,Isaiah Collier,20,PG,71,46,25.9,3.3,7.8,0.422,0.6,2.4,0.249,2.7,5.4,0.497,0.459,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,,2520120
OKC,Isaiah Hartenstein,26,C,57,53,27.9,4.9,8.4,0.581,0,0.3,0,4.9,8.1,0.605,0.581,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3,11.2,,30000000
IND,Isaiah Jackson,23,C,5,1,16.8,2.8,4.6,0.609,0,0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1,0.6,1.6,1,2.8,7,,4435381
OKC,Isaiah Joe,25,SG,74,16,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,,12991650
DET,Isaiah Stewart,23,C,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,2.2,3.6,0.607,0.586,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6,,15000000
LAC,Ivica Zubac,27,C,80,80,32.8,7.4,11.8,0.628,0,0,,7.4,11.8,0.628,0.628,2,3,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,2.1,16.8,"DPOY-6,DEF2",11743210
MEM,Ja Morant,25,PG,50,50,30.4,8.1,17.8,0.454,1.8,5.7,0.309,6.3,12.1,0.523,0.504,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,23.2,,36725670
TOR,Ja'Kobe Walter,20,SG,52,18,21.2,3.1,7.6,0.405,1.3,3.6,0.349,1.8,4,0.454,0.487,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1,1.8,8.6,,3565000
HOU,Jabari Smith Jr.,21,PF,57,39,30.1,4.4,9.9,0.438,1.7,4.9,0.354,2.6,5.1,0.519,0.525,1.8,2.2,0.825,1.8,5.2,7,1.1,0.4,0.7,1.1,2.2,12.2,,9770880
POR,Jabari Walker,22,PF,60,1,12.5,2,3.8,0.515,0.5,1.2,0.389,1.5,2.6,0.573,0.576,0.8,1.2,0.69,1,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,,2019699
DAL,Jaden Hardy,22,SG,57,3,15.9,3.2,7.3,0.435,1.3,3.5,0.386,1.8,3.8,0.479,0.527,1.1,1.5,0.698,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.6,8.7,,2019699
DET,Jaden Ivey,22,SG,30,30,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4,0.9,0.4,3,2.2,17.6,,7977240
MIN,Jaden McDaniels,24,PF,82,82,31.9,4.9,10.2,0.477,1.2,3.7,0.33,3.6,6.5,0.561,0.537,1.3,1.6,0.813,1.6,4.2,5.7,2,1.3,0.9,1.2,2.7,12.2,,23017242
2TM,Jaden Springer,22,PG,43,2,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.5,1,0.548,0.456,0.6,0.9,0.711,0.4,1,1.3,0.8,0.6,0.1,0.4,1,2.5,,634437
BOS,Jaden Springer,22,SG,26,0,5.4,0.5,1.3,0.353,0.2,0.7,0.316,0.2,0.6,0.4,0.441,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0,0.2,0.7,1.7,,634437
UTA,Jaden Springer,22,PG,17,2,13.2,1.4,3.3,0.411,0.4,1.7,0.207,1,1.6,0.63,0.464,0.7,1,0.706,0.8,1.2,2,1.4,0.7,0.2,0.7,1.5,3.8,,634437
SAC,Jae Crowder,34,PF,9,2,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0,0.4,1.1,2.6,,1655619
HOU,Jae'Sean Tate,29,SF,52,2,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1,2,0.529,0.527,0.6,0.9,0.681,1,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,7565217
MIA,Jaime Jaquez Jr.,23,SF,66,17,20.7,3.2,7,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,,3685800
2TM,Jake LaRavia,23,PF,66,0,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.5,3,0.513,0.564,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2,6.9,,3352680
MEM,Jake LaRavia,23,PF,47,0,20.9,2.5,5.1,0.49,0.9,1.9,0.444,1.7,3.2,0.517,0.573,1.4,2,0.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2,7.3,,3352680
SAC,Jake LaRavia,23,PF,19,0,19.3,2.2,5.1,0.438,1.1,2.7,0.385,1.2,2.3,0.5,0.542,0.6,1,0.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,,3352680
TOR,Jakob Poeltl,29,C,57,56,29.6,6.4,10.2,0.627,0,0.1,0.333,6.4,10.1,0.628,0.628,1.7,2.5,0.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,14.5,,19500000
NYK,Jalen Brunson,28,PG,65,65,35.4,9,18.5,0.488,2.3,6.1,0.383,6.7,12.4,0.539,0.551,5.7,6.9,0.821,0.4,2.5,2.9,7.3,0.9,0.1,2.5,2.1,26,"MVP-10,CPOY-1,AS,NBA2",24960001
DET,Jalen Duren,21,C,78,78,26.1,4.8,7,0.692,0,0,,4.8,7,0.692,0.692,2.1,3.1,0.669,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,11.8,,4536840
HOU,Jalen Green,22,SG,82,82,32.9,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4,4.6,3.4,0.9,0.3,2.5,1.5,21,,12483048
2TM,Jalen Hood-Schifino,21,SG,15,0,21,2.5,6.5,0.378,0.9,3.1,0.304,1.5,3.5,0.442,0.449,1.2,1.4,0.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1,,3879840
LAL,Jalen Hood-Schifino,21,SG,2,0,7,0.5,0.5,1,0,0,,0.5,0.5,1,1,1,1,1,0.5,0,0.5,0.5,0,0.5,0.5,1.5,2,,3879840
PHI,Jalen Hood-Schifino,21,SG,13,0,23.2,2.8,7.5,0.371,1.1,3.5,0.304,1.7,3.9,0.431,0.443,1.2,1.5,0.842,0.2,1.8,2,2.8,0.4,0.5,1.3,1.7,7.8,,3879840
ATL,Jalen Johnson,23,SF,36,36,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10,5,1.6,1,2.9,1.9,18.9,,4510905
WAS,Jalen McDaniels,27,SF,4,0,1.8,0,0,,0,0,,0,0,,,0,0,,0,0,0,0.3,0.3,0,0,0,0,,4741800
DEN,Jalen Pickett,25,SG,49,4,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,,1891857
